mua_ex[1/cm]    mus_ex[1/cm]    mua_em[1/cm]    mus_em[1/cm]    PHD_Int[1/cm2]
3.6051E+02      1.7100E+01      2.9764E+00      2.1544E+00      9.5213E-04
3.6051E+02      1.7100E+01      2.9764E+00      5.9948E+00      9.5670E-04
3.6051E+02      1.7100E+01      2.9764E+00      1.6681E+01      9.6723E-04
3.6051E+02      1.7100E+01      2.9764E+00      4.6416E+01      9.9534E-04
3.6051E+02      1.7100E+01      2.9764E+00      1.2915E+02      1.0704E-03
3.6051E+02      1.7100E+01      2.9764E+00      3.5938E+02      1.2595E-03
3.6051E+02      1.7100E+01      2.9764E+00      1.0000E+03      1.6328E-03
3.6051E+02      1.7100E+01      4.8329E+00      1.0000E-01      9.2293E-04
3.6051E+02      1.7100E+01      4.8329E+00      2.7826E-01      9.2375E-04
3.6051E+02      1.7100E+01      4.8329E+00      7.7426E-01      9.2399E-04
3.6051E+02      1.7100E+01      4.8329E+00      2.1544E+00      9.2482E-04
3.6051E+02      1.7100E+01      4.8329E+00      5.9948E+00      9.2835E-04
3.6051E+02      1.7100E+01      4.8329E+00      1.6681E+01      9.3859E-04
3.6051E+02      1.7100E+01      4.8329E+00      4.6416E+01      9.6423E-04
3.6051E+02      1.7100E+01      4.8329E+00      1.2915E+02      1.0302E-03
3.6051E+02      1.7100E+01      4.8329E+00      3.5938E+02      1.1896E-03
3.6051E+02      1.7100E+01      4.8329E+00      1.0000E+03      1.4881E-03
3.6051E+02      1.7100E+01      7.8476E+00      1.0000E-01      8.7986E-04
3.6051E+02      1.7100E+01      7.8476E+00      2.7826E-01      8.7975E-04
3.6051E+02      1.7100E+01      7.8476E+00      7.7426E-01      8.8183E-04
3.6051E+02      1.7100E+01      7.8476E+00      2.1544E+00      8.8266E-04
3.6051E+02      1.7100E+01      7.8476E+00      5.9948E+00      8.8453E-04
3.6051E+02      1.7100E+01      7.8476E+00      1.6681E+01      8.9372E-04
3.6051E+02      1.7100E+01      7.8476E+00      4.6416E+01      9.1667E-04
3.6051E+02      1.7100E+01      7.8476E+00      1.2915E+02      9.7209E-04
3.6051E+02      1.7100E+01      7.8476E+00      3.5938E+02      1.0964E-03
3.6051E+02      1.7100E+01      7.8476E+00      1.0000E+03      1.2949E-03
3.6051E+02      1.7100E+01      1.2743E+01      1.0000E-01      7.7294E-04
3.6051E+02      1.7100E+01      1.2743E+01      2.7826E-01      8.1249E-04
3.6051E+02      1.7100E+01      1.2743E+01      7.7426E-01      8.1846E-04
3.6051E+02      1.7100E+01      1.2743E+01      2.1544E+00      8.1970E-04
3.6051E+02      1.7100E+01      1.2743E+01      5.9948E+00      8.2132E-04
3.6051E+02      1.7100E+01      1.2743E+01      1.6681E+01      8.2631E-04
3.6051E+02      1.7100E+01      1.2743E+01      4.6416E+01      8.4357E-04
3.6051E+02      1.7100E+01      1.2743E+01      1.2915E+02      8.8573E-04
3.6051E+02      1.7100E+01      1.2743E+01      3.5938E+02      9.6745E-04
3.6051E+02      1.7100E+01      1.2743E+01      1.0000E+03      1.0376E-03
3.6051E+02      1.7100E+01      2.0691E+01      1.0000E-01      6.3764E-04
3.6051E+02      1.7100E+01      2.0691E+01      2.7826E-01      7.0970E-04
3.6051E+02      1.7100E+01      2.0691E+01      7.7426E-01      7.0814E-04
3.6051E+02      1.7100E+01      2.0691E+01      2.1544E+00      7.2549E-04
3.6051E+02      1.7100E+01      2.0691E+01      5.9948E+00      7.3162E-04
3.6051E+02      1.7100E+01      2.0691E+01      1.6681E+01      7.3413E-04
3.6051E+02      1.7100E+01      2.0691E+01      4.6416E+01      7.4288E-04
3.6051E+02      1.7100E+01      2.0691E+01      1.2915E+02      7.6299E-04
3.6051E+02      1.7100E+01      2.0691E+01      3.5938E+02      7.9007E-04
3.6051E+02      1.7100E+01      2.0691E+01      1.0000E+03      7.5744E-04
3.6051E+02      1.7100E+01      3.3598E+01      1.0000E-01      4.5160E-04
3.6051E+02      1.7100E+01      3.3598E+01      2.7826E-01      4.5010E-04
3.6051E+02      1.7100E+01      3.3598E+01      7.7426E-01      5.5674E-04
3.6051E+02      1.7100E+01      3.3598E+01      2.1544E+00      5.9507E-04
3.6051E+02      1.7100E+01      3.3598E+01      5.9948E+00      6.0674E-04
3.6051E+02      1.7100E+01      3.3598E+01      1.6681E+01      6.1475E-04
3.6051E+02      1.7100E+01      3.3598E+01      4.6416E+01      6.1790E-04
3.6051E+02      1.7100E+01      3.3598E+01      1.2915E+02      6.2378E-04
3.6051E+02      1.7100E+01      3.3598E+01      3.5938E+02      6.1565E-04
3.6051E+02      1.7100E+01      3.3598E+01      1.0000E+03      5.3487E-04
3.6051E+02      1.7100E+01      5.4556E+01      1.0000E-01      2.4532E-04
3.6051E+02      1.7100E+01      5.4556E+01      2.7826E-01      2.4432E-04
3.6051E+02      1.7100E+01      5.4556E+01      7.7426E-01      3.5887E-04
3.6051E+02      1.7100E+01      5.4556E+01      2.1544E+00      3.5223E-04
3.6051E+02      1.7100E+01      5.4556E+01      5.9948E+00      4.1159E-04
3.6051E+02      1.7100E+01      5.4556E+01      1.6681E+01      4.6811E-04
3.6051E+02      1.7100E+01      5.4556E+01      4.6416E+01      4.7435E-04
3.6051E+02      1.7100E+01      5.4556E+01      1.2915E+02      4.7330E-04
3.6051E+02      1.7100E+01      5.4556E+01      3.5938E+02      4.5505E-04
3.6051E+02      1.7100E+01      5.4556E+01      1.0000E+03      3.7234E-04
3.6051E+02      1.7100E+01      8.8587E+01      1.0000E-01      8.4512E-05
3.6051E+02      1.7100E+01      8.8587E+01      2.7826E-01      8.4065E-05
3.6051E+02      1.7100E+01      8.8587E+01      7.7426E-01      8.2913E-05
3.6051E+02      1.7100E+01      8.8587E+01      2.1544E+00      1.5642E-04
3.6051E+02      1.7100E+01      8.8587E+01      5.9948E+00      2.1588E-04
3.6051E+02      1.7100E+01      8.8587E+01      1.6681E+01      2.4840E-04
3.6051E+02      1.7100E+01      8.8587E+01      4.6416E+01      3.1396E-04
3.6051E+02      1.7100E+01      8.8587E+01      1.2915E+02      3.2467E-04
3.6051E+02      1.7100E+01      8.8587E+01      3.5938E+02      3.0727E-04
3.6051E+02      1.7100E+01      8.8587E+01      1.0000E+03      2.3781E-04
3.6051E+02      1.7100E+01      1.4384E+02      1.0000E-01      1.2675E-05
3.6051E+02      1.7100E+01      1.4384E+02      2.7826E-01      1.2627E-05
3.6051E+02      1.7100E+01      1.4384E+02      7.7426E-01      1.2434E-05
3.6051E+02      1.7100E+01      1.4384E+02      2.1544E+00      3.5384E-05
3.6051E+02      1.7100E+01      1.4384E+02      5.9948E+00      3.2228E-05
3.6051E+02      1.7100E+01      1.4384E+02      1.6681E+01      8.8298E-05
3.6051E+02      1.7100E+01      1.4384E+02      4.6416E+01      1.2068E-04
3.6051E+02      1.7100E+01      1.4384E+02      1.2915E+02      1.6963E-04
3.6051E+02      1.7100E+01      1.4384E+02      3.5938E+02      1.7289E-04
3.6051E+02      1.7100E+01      1.4384E+02      1.0000E+03      1.1924E-04
3.6051E+02      1.7100E+01      2.3357E+02      1.0000E-01      6.7309E-07
3.6051E+02      1.7100E+01      2.3357E+02      2.7826E-01      6.7428E-07
3.6051E+02      1.7100E+01      2.3357E+02      7.7426E-01      6.6646E-07
3.6051E+02      1.7100E+01      2.3357E+02      2.1544E+00      6.3881E-07
3.6051E+02      1.7100E+01      2.3357E+02      5.9948E+00      2.1562E-06
3.6051E+02      1.7100E+01      2.3357E+02      1.6681E+01      4.9209E-06
3.6051E+02      1.7100E+01      2.3357E+02      4.6416E+01      1.3801E-05
3.6051E+02      1.7100E+01      2.3357E+02      1.2915E+02      2.2078E-05
3.6051E+02      1.7100E+01      2.3357E+02      3.5938E+02      4.1205E-05
3.6051E+02      1.7100E+01      2.3357E+02      1.0000E+03      2.9363E-05
3.6051E+02      1.7100E+01      3.7927E+02      1.0000E-01      9.6347E-09
3.6051E+02      1.7100E+01      3.7927E+02      2.7826E-01      9.6013E-09
3.6051E+02      1.7100E+01      3.7927E+02      7.7426E-01      9.7067E-09
3.6051E+02      1.7100E+01      3.7927E+02      2.1544E+00      9.4917E-09
3.6051E+02      1.7100E+01      3.7927E+02      5.9948E+00      4.1215E-08
3.6051E+02      1.7100E+01      3.7927E+02      1.6681E+01      3.2067E-08
3.6051E+02      1.7100E+01      3.7927E+02      4.6416E+01      1.9561E-07
3.6051E+02      1.7100E+01      3.7927E+02      1.2915E+02      3.4616E-07
3.6051E+02      1.7100E+01      3.7927E+02      3.5938E+02      7.9570E-07
3.6051E+02      1.7100E+01      3.7927E+02      1.0000E+03      9.4183E-07
3.6051E+02      1.7100E+01      6.1585E+02      1.0000E-01      1.2097E-11
3.6051E+02      1.7100E+01      6.1585E+02      2.7826E-01      1.7850E-11
3.6051E+02      1.7100E+01      6.1585E+02      7.7426E-01      1.7554E-11
3.6051E+02      1.7100E+01      6.1585E+02      2.1544E+00      1.8544E-11
3.6051E+02      1.7100E+01      6.1585E+02      5.9948E+00      1.6172E-11
3.6051E+02      1.7100E+01      6.1585E+02      1.6681E+01      9.8654E-11
3.6051E+02      1.7100E+01      6.1585E+02      4.6416E+01      2.9232E-10
3.6051E+02      1.7100E+01      6.1585E+02      1.2915E+02      1.0775E-09
3.6051E+02      1.7100E+01      6.1585E+02      3.5938E+02      2.8587E-09
3.6051E+02      1.7100E+01      6.1585E+02      1.0000E+03      2.2438E-09
3.6051E+02      1.7100E+01      1.0000E+03      1.0000E-01      0.0000E+00
3.6051E+02      1.7100E+01      1.0000E+03      2.7826E-01      0.0000E+00
3.6051E+02      1.7100E+01      1.0000E+03      7.7426E-01      0.0000E+00
3.6051E+02      1.7100E+01      1.0000E+03      2.1544E+00      0.0000E+00
3.6051E+02      1.7100E+01      1.0000E+03      5.9948E+00      0.0000E+00
3.6051E+02      1.7100E+01      1.0000E+03      1.6681E+01      1.2141E-14
3.6051E+02      1.7100E+01      1.0000E+03      4.6416E+01      1.9785E-14
3.6051E+02      1.7100E+01      1.0000E+03      1.2915E+02      2.1061E-13
3.6051E+02      1.7100E+01      1.0000E+03      3.5938E+02      3.4254E-13
3.6051E+02      1.7100E+01      1.0000E+03      1.0000E+03      1.4020E-13
3.6051E+02      4.4054E+01      1.0000E-01      1.0000E-01      5.8539E-03
3.6051E+02      4.4054E+01      1.0000E-01      2.7826E-01      5.8568E-03
3.6051E+02      4.4054E+01      1.0000E-01      7.7426E-01      5.8590E-03
3.6051E+02      4.4054E+01      1.0000E-01      2.1544E+00      5.8686E-03
3.6051E+02      4.4054E+01      1.0000E-01      5.9948E+00      5.8973E-03
3.6051E+02      4.4054E+01      1.0000E-01      1.6681E+01      5.9746E-03
3.6051E+02      4.4054E+01      1.0000E-01      4.6416E+01      6.1988E-03
3.6051E+02      4.4054E+01      1.0000E-01      1.2915E+02      6.8305E-03
3.6051E+02      4.4054E+01      1.0000E-01      3.5938E+02      8.4764E-03
3.6051E+02      4.4054E+01      1.0000E-01      1.0000E+03      1.1936E-02
3.6051E+02      4.4054E+01      1.6238E-01      1.0000E-01      5.8494E-03
3.6051E+02      4.4054E+01      1.6238E-01      2.7826E-01      5.8510E-03
3.6051E+02      4.4054E+01      1.6238E-01      7.7426E-01      5.8544E-03
3.6051E+02      4.4054E+01      1.6238E-01      2.1544E+00      5.8652E-03
3.6051E+02      4.4054E+01      1.6238E-01      5.9948E+00      5.8906E-03
3.6051E+02      4.4054E+01      1.6238E-01      1.6681E+01      5.9684E-03
3.6051E+02      4.4054E+01      1.6238E-01      4.6416E+01      6.1903E-03
3.6051E+02      4.4054E+01      1.6238E-01      1.2915E+02      6.8161E-03
3.6051E+02      4.4054E+01      1.6238E-01      3.5938E+02      8.4448E-03
3.6051E+02      4.4054E+01      1.6238E-01      1.0000E+03      1.1860E-02
3.6051E+02      4.4054E+01      2.6367E-01      1.0000E-01      5.8393E-03
3.6051E+02      4.4054E+01      2.6367E-01      2.7826E-01      5.8404E-03
3.6051E+02      4.4054E+01      2.6367E-01      7.7426E-01      5.8446E-03
3.6051E+02      4.4054E+01      2.6367E-01      2.1544E+00      5.8548E-03
3.6051E+02      4.4054E+01      2.6367E-01      5.9948E+00      5.8811E-03
3.6051E+02      4.4054E+01      2.6367E-01      1.6681E+01      5.9587E-03
3.6051E+02      4.4054E+01      2.6367E-01      4.6416E+01      6.1776E-03
3.6051E+02      4.4054E+01      2.6367E-01      1.2915E+02      6.7940E-03
3.6051E+02      4.4054E+01      2.6367E-01      3.5938E+02      8.3963E-03
3.6051E+02      4.4054E+01      2.6367E-01      1.0000E+03      1.1746E-02
3.6051E+02      4.4054E+01      4.2813E-01      1.0000E-01      5.8220E-03
3.6051E+02      4.4054E+01      4.2813E-01      2.7826E-01      5.8242E-03
3.6051E+02      4.4054E+01      4.2813E-01      7.7426E-01      5.8290E-03
3.6051E+02      4.4054E+01      4.2813E-01      2.1544E+00      5.8406E-03
3.6051E+02      4.4054E+01      4.2813E-01      5.9948E+00      5.8673E-03
3.6051E+02      4.4054E+01      4.2813E-01      1.6681E+01      5.9424E-03
3.6051E+02      4.4054E+01      4.2813E-01      4.6416E+01      6.1575E-03
3.6051E+02      4.4054E+01      4.2813E-01      1.2915E+02      6.7608E-03
3.6051E+02      4.4054E+01      4.2813E-01      3.5938E+02      8.3247E-03
3.6051E+02      4.4054E+01      4.2813E-01      1.0000E+03      1.1574E-02
3.6051E+02      4.4054E+01      6.9519E-01      1.0000E-01      5.8002E-03
3.6051E+02      4.4054E+01      6.9519E-01      2.7826E-01      5.8025E-03
3.6051E+02      4.4054E+01      6.9519E-01      7.7426E-01      5.8071E-03
3.6051E+02      4.4054E+01      6.9519E-01      2.1544E+00      5.8164E-03
3.6051E+02      4.4054E+01      6.9519E-01      5.9948E+00      5.8431E-03
3.6051E+02      4.4054E+01      6.9519E-01      1.6681E+01      5.9167E-03
3.6051E+02      4.4054E+01      6.9519E-01      4.6416E+01      6.1264E-03
3.6051E+02      4.4054E+01      6.9519E-01      1.2915E+02      6.7110E-03
3.6051E+02      4.4054E+01      6.9519E-01      3.5938E+02      8.2179E-03
3.6051E+02      4.4054E+01      6.9519E-01      1.0000E+03      1.1323E-02
3.6051E+02      4.4054E+01      1.1288E+00      1.0000E-01      5.7629E-03
3.6051E+02      4.4054E+01      1.1288E+00      2.7826E-01      5.7637E-03
3.6051E+02      4.4054E+01      1.1288E+00      7.7426E-01      5.7662E-03
3.6051E+02      4.4054E+01      1.1288E+00      2.1544E+00      5.7780E-03
3.6051E+02      4.4054E+01      1.1288E+00      5.9948E+00      5.8035E-03
3.6051E+02      4.4054E+01      1.1288E+00      1.6681E+01      5.8755E-03
3.6051E+02      4.4054E+01      1.1288E+00      4.6416E+01      6.0781E-03
3.6051E+02      4.4054E+01      1.1288E+00      1.2915E+02      6.6369E-03
3.6051E+02      4.4054E+01      1.1288E+00      3.5938E+02      8.0634E-03
3.6051E+02      4.4054E+01      1.1288E+00      1.0000E+03      1.0965E-02
3.6051E+02      4.4054E+01      1.8330E+00      1.0000E-01      5.7027E-03
3.6051E+02      4.4054E+01      1.8330E+00      2.7826E-01      5.7031E-03
3.6051E+02      4.4054E+01      1.8330E+00      7.7426E-01      5.7050E-03
3.6051E+02      4.4054E+01      1.8330E+00      2.1544E+00      5.7168E-03
3.6051E+02      4.4054E+01      1.8330E+00      5.9948E+00      5.7421E-03
3.6051E+02      4.4054E+01      1.8330E+00      1.6681E+01      5.8112E-03
3.6051E+02      4.4054E+01      1.8330E+00      4.6416E+01      6.0031E-03
3.6051E+02      4.4054E+01      1.8330E+00      1.2915E+02      6.5274E-03
3.6051E+02      4.4054E+01      1.8330E+00      3.5938E+02      7.8441E-03
3.6051E+02      4.4054E+01      1.8330E+00      1.0000E+03      1.0469E-02
3.6051E+02      4.4054E+01      2.9764E+00      1.0000E-01      5.6038E-03
3.6051E+02      4.4054E+01      2.9764E+00      2.7826E-01      5.6054E-03
3.6051E+02      4.4054E+01      2.9764E+00      7.7426E-01      5.6076E-03
3.6051E+02      4.4054E+01      2.9764E+00      2.1544E+00      5.6130E-03
3.6051E+02      4.4054E+01      2.9764E+00      5.9948E+00      5.6415E-03
3.6051E+02      4.4054E+01      2.9764E+00      1.6681E+01      5.7082E-03
3.6051E+02      4.4054E+01      2.9764E+00      4.6416E+01      5.8876E-03
3.6051E+02      4.4054E+01      2.9764E+00      1.2915E+02      6.3665E-03
3.6051E+02      4.4054E+01      2.9764E+00      3.5938E+02      7.5395E-03
3.6051E+02      4.4054E+01      2.9764E+00      1.0000E+03      9.8051E-03
3.6051E+02      4.4054E+01      4.8329E+00      1.0000E-01      5.4469E-03
3.6051E+02      4.4054E+01      4.8329E+00      2.7826E-01      5.4519E-03
3.6051E+02      4.4054E+01      4.8329E+00      7.7426E-01      5.4534E-03
3.6051E+02      4.4054E+01      4.8329E+00      2.1544E+00      5.4588E-03
3.6051E+02      4.4054E+01      4.8329E+00      5.9948E+00      5.4811E-03
3.6051E+02      4.4054E+01      4.8329E+00      1.6681E+01      5.5459E-03
3.6051E+02      4.4054E+01      4.8329E+00      4.6416E+01      5.7099E-03
3.6051E+02      4.4054E+01      4.8329E+00      1.2915E+02      6.1326E-03
3.6051E+02      4.4054E+01      4.8329E+00      3.5938E+02      7.1263E-03
3.6051E+02      4.4054E+01      4.8329E+00      1.0000E+03      8.9434E-03
3.6051E+02      4.4054E+01      7.8476E+00      1.0000E-01      5.2026E-03
3.6051E+02      4.4054E+01      7.8476E+00      2.7826E-01      5.2021E-03
3.6051E+02      4.4054E+01      7.8476E+00      7.7426E-01      5.2146E-03
3.6051E+02      4.4054E+01      7.8476E+00      2.1544E+00      5.2198E-03
3.6051E+02      4.4054E+01      7.8476E+00      5.9948E+00      5.2321E-03
3.6051E+02      4.4054E+01      7.8476E+00      1.6681E+01      5.2902E-03
3.6051E+02      4.4054E+01      7.8476E+00      4.6416E+01      5.4371E-03
3.6051E+02      4.4054E+01      7.8476E+00      1.2915E+02      5.7936E-03
3.6051E+02      4.4054E+01      7.8476E+00      3.5938E+02      6.5741E-03
3.6051E+02      4.4054E+01      7.8476E+00      1.0000E+03      7.7895E-03
3.6051E+02      4.4054E+01      1.2743E+01      1.0000E-01      4.5816E-03
3.6051E+02      4.4054E+01      1.2743E+01      2.7826E-01      4.8174E-03
3.6051E+02      4.4054E+01      1.2743E+01      7.7426E-01      4.8532E-03
3.6051E+02      4.4054E+01      1.2743E+01      2.1544E+00      4.8609E-03
3.6051E+02      4.4054E+01      1.2743E+01      5.9948E+00      4.8714E-03
3.6051E+02      4.4054E+01      1.2743E+01      1.6681E+01      4.9039E-03
3.6051E+02      4.4054E+01      1.2743E+01      4.6416E+01      5.0151E-03
3.6051E+02      4.4054E+01      1.2743E+01      1.2915E+02      5.2879E-03
3.6051E+02      4.4054E+01      1.2743E+01      3.5938E+02      5.8071E-03
3.6051E+02      4.4054E+01      1.2743E+01      1.0000E+03      6.2464E-03
3.6051E+02      4.4054E+01      2.0691E+01      1.0000E-01      3.7914E-03
3.6051E+02      4.4054E+01      2.0691E+01      2.7826E-01      4.2231E-03
3.6051E+02      4.4054E+01      2.0691E+01      7.7426E-01      4.2144E-03
3.6051E+02      4.4054E+01      2.0691E+01      2.1544E+00      4.3181E-03
3.6051E+02      4.4054E+01      2.0691E+01      5.9948E+00      4.3553E-03
3.6051E+02      4.4054E+01      2.0691E+01      1.6681E+01      4.3723E-03
3.6051E+02      4.4054E+01      2.0691E+01      4.6416E+01      4.4303E-03
3.6051E+02      4.4054E+01      2.0691E+01      1.2915E+02      4.5652E-03
3.6051E+02      4.4054E+01      2.0691E+01      3.5938E+02      4.7480E-03
3.6051E+02      4.4054E+01      2.0691E+01      1.0000E+03      4.5635E-03
3.6051E+02      4.4054E+01      3.3598E+01      1.0000E-01      2.6938E-03
3.6051E+02      4.4054E+01      3.3598E+01      2.7826E-01      2.6848E-03
3.6051E+02      4.4054E+01      3.3598E+01      7.7426E-01      3.3262E-03
3.6051E+02      4.4054E+01      3.3598E+01      2.1544E+00      3.5574E-03
3.6051E+02      4.4054E+01      3.3598E+01      5.9948E+00      3.6277E-03
3.6051E+02      4.4054E+01      3.3598E+01      1.6681E+01      3.6769E-03
3.6051E+02      4.4054E+01      3.3598E+01      4.6416E+01      3.6992E-03
3.6051E+02      4.4054E+01      3.3598E+01      1.2915E+02      3.7427E-03
3.6051E+02      4.4054E+01      3.3598E+01      3.5938E+02      3.7053E-03
3.6051E+02      4.4054E+01      3.3598E+01      1.0000E+03      3.2250E-03
3.6051E+02      4.4054E+01      5.4556E+01      1.0000E-01      1.4674E-03
3.6051E+02      4.4054E+01      5.4556E+01      2.7826E-01      1.4613E-03
3.6051E+02      4.4054E+01      5.4556E+01      7.7426E-01      2.1520E-03
3.6051E+02      4.4054E+01      5.4556E+01      2.1544E+00      2.1131E-03
3.6051E+02      4.4054E+01      5.4556E+01      5.9948E+00      2.4707E-03
3.6051E+02      4.4054E+01      5.4556E+01      1.6681E+01      2.8117E-03
3.6051E+02      4.4054E+01      5.4556E+01      4.6416E+01      2.8507E-03
3.6051E+02      4.4054E+01      5.4556E+01      1.2915E+02      2.8478E-03
3.6051E+02      4.4054E+01      5.4556E+01      3.5938E+02      2.7426E-03
3.6051E+02      4.4054E+01      5.4556E+01      1.0000E+03      2.2464E-03
3.6051E+02      4.4054E+01      8.8587E+01      1.0000E-01      5.0653E-04
3.6051E+02      4.4054E+01      8.8587E+01      2.7826E-01      5.0383E-04
3.6051E+02      4.4054E+01      8.8587E+01      7.7426E-01      4.9688E-04
3.6051E+02      4.4054E+01      8.8587E+01      2.1544E+00      9.4051E-04
3.6051E+02      4.4054E+01      8.8587E+01      5.9948E+00      1.2996E-03
3.6051E+02      4.4054E+01      8.8587E+01      1.6681E+01      1.4959E-03
3.6051E+02      4.4054E+01      8.8587E+01      4.6416E+01      1.8919E-03
3.6051E+02      4.4054E+01      8.8587E+01      1.2915E+02      1.9575E-03
3.6051E+02      4.4054E+01      8.8587E+01      3.5938E+02      1.8537E-03
3.6051E+02      4.4054E+01      8.8587E+01      1.0000E+03      1.4352E-03
3.6051E+02      4.4054E+01      1.4384E+02      1.0000E-01      7.6043E-05
3.6051E+02      4.4054E+01      1.4384E+02      2.7826E-01      7.5749E-05
3.6051E+02      4.4054E+01      1.4384E+02      7.7426E-01      7.4587E-05
3.6051E+02      4.4054E+01      1.4384E+02      2.1544E+00      2.1311E-04
3.6051E+02      4.4054E+01      1.4384E+02      5.9948E+00      1.9408E-04
3.6051E+02      4.4054E+01      1.4384E+02      1.6681E+01      5.3252E-04
3.6051E+02      4.4054E+01      1.4384E+02      4.6416E+01      7.2800E-04
3.6051E+02      4.4054E+01      1.4384E+02      1.2915E+02      1.0236E-03
3.6051E+02      4.4054E+01      1.4384E+02      3.5938E+02      1.0434E-03
3.6051E+02      4.4054E+01      1.4384E+02      1.0000E+03      7.1970E-04
3.6051E+02      4.4054E+01      2.3357E+02      1.0000E-01      4.0429E-06
3.6051E+02      4.4054E+01      2.3357E+02      2.7826E-01      4.0500E-06
3.6051E+02      4.4054E+01      2.3357E+02      7.7426E-01      4.0029E-06
3.6051E+02      4.4054E+01      2.3357E+02      2.1544E+00      3.8362E-06
3.6051E+02      4.4054E+01      2.3357E+02      5.9948E+00      1.2995E-05
3.6051E+02      4.4054E+01      2.3357E+02      1.6681E+01      2.9684E-05
3.6051E+02      4.4054E+01      2.3357E+02      4.6416E+01      8.3287E-05
3.6051E+02      4.4054E+01      2.3357E+02      1.2915E+02      1.3325E-04
3.6051E+02      4.4054E+01      2.3357E+02      3.5938E+02      2.4870E-04
3.6051E+02      4.4054E+01      2.3357E+02      1.0000E+03      1.7723E-04
3.6051E+02      4.4054E+01      3.7927E+02      1.0000E-01      5.7999E-08
3.6051E+02      4.4054E+01      3.7927E+02      2.7826E-01      5.7798E-08
3.6051E+02      4.4054E+01      3.7927E+02      7.7426E-01      5.8434E-08
3.6051E+02      4.4054E+01      3.7927E+02      2.1544E+00      5.7139E-08
3.6051E+02      4.4054E+01      3.7927E+02      5.9948E+00      2.4862E-07
3.6051E+02      4.4054E+01      3.7927E+02      1.6681E+01      1.9342E-07
3.6051E+02      4.4054E+01      3.7927E+02      4.6416E+01      1.1806E-06
3.6051E+02      4.4054E+01      3.7927E+02      1.2915E+02      2.0893E-06
3.6051E+02      4.4054E+01      3.7927E+02      3.5938E+02      4.8027E-06
3.6051E+02      4.4054E+01      3.7927E+02      1.0000E+03      5.6847E-06
3.6051E+02      4.4054E+01      6.1585E+02      1.0000E-01      7.3016E-11
3.6051E+02      4.4054E+01      6.1585E+02      2.7826E-01      1.0774E-10
3.6051E+02      4.4054E+01      6.1585E+02      7.7426E-01      1.0595E-10
3.6051E+02      4.4054E+01      6.1585E+02      2.1544E+00      1.1192E-10
3.6051E+02      4.4054E+01      6.1585E+02      5.9948E+00      9.7605E-11
3.6051E+02      4.4054E+01      6.1585E+02      1.6681E+01      5.9544E-10
3.6051E+02      4.4054E+01      6.1585E+02      4.6416E+01      1.7644E-09
3.6051E+02      4.4054E+01      6.1585E+02      1.2915E+02      6.5036E-09
3.6051E+02      4.4054E+01      6.1585E+02      3.5938E+02      1.7255E-08
3.6051E+02      4.4054E+01      6.1585E+02      1.0000E+03      1.3543E-08
3.6051E+02      4.4054E+01      1.0000E+03      1.0000E-01      0.0000E+00
3.6051E+02      4.4054E+01      1.0000E+03      2.7826E-01      0.0000E+00
3.6051E+02      4.4054E+01      1.0000E+03      7.7426E-01      0.0000E+00
3.6051E+02      4.4054E+01      1.0000E+03      2.1544E+00      0.0000E+00
3.6051E+02      4.4054E+01      1.0000E+03      5.9948E+00      0.0000E+00
3.6051E+02      4.4054E+01      1.0000E+03      1.6681E+01      7.3279E-14
3.6051E+02      4.4054E+01      1.0000E+03      4.6416E+01      1.1942E-13
3.6051E+02      4.4054E+01      1.0000E+03      1.2915E+02      1.2712E-12
3.6051E+02      4.4054E+01      1.0000E+03      3.5938E+02      2.0675E-12
3.6051E+02      4.4054E+01      1.0000E+03      1.0000E+03      8.4620E-13
3.6051E+02      1.1350E+02      1.0000E-01      1.0000E-01      1.1669E-02
3.6051E+02      1.1350E+02      1.0000E-01      2.7826E-01      1.1675E-02
3.6051E+02      1.1350E+02      1.0000E-01      7.7426E-01      1.1679E-02
3.6051E+02      1.1350E+02      1.0000E-01      2.1544E+00      1.1699E-02
3.6051E+02      1.1350E+02      1.0000E-01      5.9948E+00      1.1756E-02
3.6051E+02      1.1350E+02      1.0000E-01      1.6681E+01      1.1911E-02
3.6051E+02      1.1350E+02      1.0000E-01      4.6416E+01      1.2362E-02
3.6051E+02      1.1350E+02      1.0000E-01      1.2915E+02      1.3631E-02
3.6051E+02      1.1350E+02      1.0000E-01      3.5938E+02      1.6928E-02
3.6051E+02      1.1350E+02      1.0000E-01      1.0000E+03      2.3843E-02
3.6051E+02      1.1350E+02      1.6238E-01      1.0000E-01      1.1660E-02
3.6051E+02      1.1350E+02      1.6238E-01      2.7826E-01      1.1663E-02
3.6051E+02      1.1350E+02      1.6238E-01      7.7426E-01      1.1670E-02
3.6051E+02      1.1350E+02      1.6238E-01      2.1544E+00      1.1692E-02
3.6051E+02      1.1350E+02      1.6238E-01      5.9948E+00      1.1743E-02
3.6051E+02      1.1350E+02      1.6238E-01      1.6681E+01      1.1899E-02
3.6051E+02      1.1350E+02      1.6238E-01      4.6416E+01      1.2345E-02
3.6051E+02      1.1350E+02      1.6238E-01      1.2915E+02      1.3602E-02
3.6051E+02      1.1350E+02      1.6238E-01      3.5938E+02      1.6865E-02
3.6051E+02      1.1350E+02      1.6238E-01      1.0000E+03      2.3692E-02
3.6051E+02      1.1350E+02      2.6367E-01      1.0000E-01      1.1640E-02
